Year,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD,Make_BMW,Make_Chevrolet,Make_Ford,Make_Hyundai,Make_Kia,Make_Mercedes,Make_Nissan,Make_Tesla,Make_Volkswagen,Region_Australia,Region_Europe,Region_North America,Vehicle_Type_SUV,Vehicle_Type_Sedan,Vehicle_Type_Truck,Usage_Type_Fleet,Usage_Type_Personal
2017,36.4,70.4,215,187.3,0.25,565,24.89,206139,84.2,136,8.59,7.7,24.74,641,1784,0.23,983.4,11092,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2020,98.8,78.0,399,30.6,3.43,1446,22.17,132896,98.3,208,4.84,-3.9,15.95,1605,1335,0.29,712.02,26224,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2023,116.4,84.3,674,88.0,1.81,1711,13.48,235156,70.8,224,6.88,20.8,28.22,1449,1022,0.09,237.74,32626,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2015,113.5,76.7,538,114.3,1.23,1184,14.13,213883,46.8,214,7.89,14.8,25.67,312,1387,0.35,881.47,27060,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2024,103.4,95.8,588,230.6,0.59,1620,14.87,20997,88.9,233,7.13,-1.0,2.52,1959,702,0.17,44.23,32300,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
2020,118.6,98.1,484,50.4,3.21,662,13.19,184761,44.9,244,4.48,7.1,22.17,477,2206,0.28,568.63,30061,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
2015,75.8,78.9,388,175.6,0.47,1590,23.4,106604,41.2,235,7.13,30.6,12.79,1484,1014,0.35,727.57,18519,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
2022,47.5,96.4,252,85.3,0.63,501,20.01,161570,78.2,241,8.59,17.7,19.39,797,733,0.29,781.31,20641,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2020,104.9,70.3,576,192.3,0.63,1978,22.95,190413,91.4,230,4.31,9.3,22.85,1355,1543,0.29,1056.08,26138,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020,83.4,81.7,402,177.3,0.67,237,14.17,197699,85.6,149,6.12,33.7,23.72,1444,1025,0.28,653.66,23231,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
2019,82.2,86.8,420,155.2,0.61,793,19.83,196675,87.8,178,7.64,-2.6,23.6,863,1632,0.28,910.02,22647,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
2024,93.7,93.7,471,116.2,1.09,382,21.56,81256,36.2,245,3.91,30.1,9.75,1526,1470,0.28,408.77,30577,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2020,87.8,82.6,462,198.8,0.61,1933,24.88,121859,56.9,138,9.68,0.1,14.62,699,2096,0.34,859.02,26088,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2017,32.4,70.7,183,76.3,0.51,762,24.23,88369,89.7,155,9.17,32.1,10.6,248,1416,0.2,356.86,12110,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019,93.5,88.9,383,227.0,0.44,991,21.48,47821,34.0,175,7.47,-3.2,5.74,1766,2119,0.26,222.56,26758,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2018,31.2,78.5,127,19.7,2.06,1443,22.23,186129,49.0,183,6.29,32.2,22.34,781,2079,0.12,413.76,12316,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2018,33.0,71.9,191,44.3,0.89,1742,13.12,129302,31.5,249,7.06,-3.6,15.52,1143,698,0.19,268.6,10109,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2024,67.7,77.8,369,245.5,0.36,1354,21.43,127788,69.6,148,5.51,37.4,15.33,644,924,0.09,205.39,24287,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2019,50.3,77.5,286,145.1,0.42,1796,14.96,207779,80.6,170,8.65,17.4,24.93,1833,1465,0.14,362.64,16247,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2016,73.6,75.0,433,214.1,0.4,297,23.21,83258,75.6,215,5.39,29.3,9.99,1517,2479,0.18,289.86,21190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,34.7,93.6,152,72.8,0.64,582,21.86,83707,66.4,249,4.32,23.0,10.04,827,1103,0.15,228.73,14452,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2023,80.4,92.5,411,143.1,0.78,1267,19.0,46971,85.9,168,7.77,31.1,5.64,1401,1950,0.29,215.68,25860,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
2017,47.6,75.6,199,96.2,0.56,684,20.25,11710,75.0,144,9.45,16.7,1.41,753,1327,0.27,53.35,18298,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2016,58.5,95.7,340,77.2,0.8,1128,19.78,94087,55.5,161,7.75,-2.4,11.29,459,1489,0.25,387.72,17941,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2020,107.1,73.5,586,87.4,1.29,1332,24.79,57756,80.8,163,4.58,34.1,6.93,1958,2094,0.12,143.18,30083,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2019,80.4,85.8,437,223.8,0.5,844,24.65,213347,90.1,245,9.47,-4.5,25.6,1795,2463,0.35,1533.88,24239,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,103.9,83.8,489,129.1,0.89,675,18.83,74615,79.8,249,4.07,26.0,8.95,1898,2215,0.32,374.67,28030,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2017,70.5,92.5,373,159.4,0.56,1036,22.48,212709,98.5,164,3.7,27.0,25.53,1289,982,0.27,1075.88,19823,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021,45.0,89.7,269,28.4,2.2,1802,21.02,92960,45.1,144,4.88,-8.3,11.16,1852,1448,0.26,423.37,19713,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2018,108.4,93.0,604,169.9,0.83,1960,23.36,27746,69.2,220,6.03,9.0,3.33,341,1111,0.18,97.22,27786,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2017,67.1,94.1,332,15.3,5.45,469,23.93,39518,38.9,212,9.82,31.3,4.74,1498,2236,0.31,244.3,16723,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2021,85.9,86.8,451,138.3,0.72,1211,13.46,55085,38.4,165,4.13,2.1,6.61,519,1172,0.21,129.75,22996,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,104.2,72.2,463,185.5,0.66,267,23.4,19849,76.7,239,5.71,39.5,2.38,1478,1194,0.22,85.15,32203,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2015,55.7,82.9,252,199.6,0.33,860,12.83,63643,45.4,173,4.25,-5.3,7.64,1668,2428,0.26,176.92,18245,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2015,35.8,98.7,145,177.0,0.28,637,17.65,69046,39.6,148,9.3,12.2,8.29,431,1032,0.25,253.89,14294,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018,101.0,89.2,540,42.5,3.13,275,18.34,16093,48.4,217,7.4,27.2,1.93,1992,2107,0.25,61.49,29306,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2020,110.2,70.1,449,155.4,0.77,1690,15.6,160072,61.5,238,6.63,-0.2,19.21,1514,1955,0.16,332.95,31731,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2022,83.2,86.1,474,22.8,4.02,603,13.4,239073,62.4,246,7.22,15.6,28.69,1586,2345,0.33,880.98,22516,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2023,103.5,78.5,583,138.1,0.81,382,23.36,75028,77.3,239,9.95,-3.4,9.0,1781,2080,0.19,277.5,30228,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,67.0,97.2,363,156.3,0.55,1524,21.34,235363,87.5,137,9.11,-9.9,28.24,1893,1504,0.3,1255.66,17834,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2015,84.3,90.6,356,102.7,1.01,793,13.2,39542,59.3,213,9.35,10.2,4.75,1978,1154,0.28,121.79,20032,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2016,90.2,90.4,426,152.9,0.84,409,13.81,69200,72.9,157,4.62,21.9,8.3,828,2037,0.22,175.2,26002,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,78.1,74.3,314,111.9,0.9,1534,19.5,167777,93.7,191,7.13,7.2,20.13,1502,1931,0.26,708.86,22238,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2019,92.3,82.9,493,76.8,1.55,1857,19.67,98547,85.9,196,6.43,19.0,11.83,1264,1586,0.11,177.69,24934,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2024,63.3,70.8,302,136.7,0.56,1891,17.6,73803,33.1,194,5.75,-2.3,8.86,1892,1725,0.25,270.61,22284,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
2017,60.7,72.2,292,85.4,0.82,524,18.9,213559,45.3,205,7.14,-4.7,25.63,1848,2400,0.34,1143.61,20532,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2022,118.0,86.0,504,34.7,4.52,562,17.04,227441,57.7,135,8.42,12.9,27.29,741,2461,0.32,1033.49,33169,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
2019,116.0,79.4,670,155.1,0.82,568,13.15,25538,97.3,245,3.7,38.5,3.06,1501,567,0.34,95.15,28757,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2023,79.8,86.3,440,210.2,0.47,1777,22.75,131060,43.6,242,6.8,23.9,15.73,1756,799,0.3,745.4,27254,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2018,61.3,87.4,262,117.1,0.61,338,14.7,175492,99.6,211,7.55,18.5,21.06,961,1286,0.13,279.47,18748,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
2019,43.3,95.6,234,227.8,0.26,1314,23.82,160914,54.7,176,9.15,-3.5,19.31,594,2010,0.11,351.36,16063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2015,91.3,84.0,371,242.7,0.4,865,24.75,43635,82.8,199,7.33,8.8,5.24,1325,2110,0.13,117.0,24370,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2022,69.7,88.2,406,97.6,0.81,1173,17.93,157155,87.9,240,7.23,37.8,18.86,1271,1010,0.11,258.3,22214,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018,30.3,89.2,139,68.5,0.57,1546,17.83,247700,98.0,190,9.52,-9.0,29.72,679,521,0.27,993.71,15100,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
2017,92.3,74.0,424,96.7,1.06,1887,21.53,63653,97.0,176,9.94,0.0,7.64,993,612,0.1,114.2,23626,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2021,34.0,80.3,179,27.5,1.76,847,22.0,143367,86.6,130,9.0,20.7,17.2,1327,2058,0.21,551.96,17307,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2018,66.6,72.0,312,37.5,1.97,1908,21.07,203700,96.9,231,5.45,-6.2,24.44,574,661,0.29,1037.22,18735,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2020,34.5,72.2,165,81.6,0.56,494,17.22,153694,95.0,184,9.39,6.1,18.44,1788,2330,0.14,308.77,11917,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2023,49.7,71.0,220,110.5,0.51,230,23.55,143262,90.7,203,7.31,21.2,17.19,1787,1159,0.26,730.99,16311,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2016,94.3,94.7,528,143.0,0.79,1428,23.92,61071,49.0,248,4.53,34.1,7.33,1983,853,0.27,328.68,23283,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
2023,97.4,79.5,389,133.2,1.03,1319,19.72,158808,34.4,179,6.54,7.0,19.06,1139,1388,0.1,260.97,30972,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023,62.4,78.1,354,85.9,0.81,1110,24.26,96218,93.7,241,9.59,23.8,11.55,600,2221,0.09,175.07,19291,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2015,113.7,95.3,608,44.2,3.37,434,20.66,194344,49.5,140,9.68,25.1,23.32,1829,2236,0.11,368.06,27775,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2017,87.1,100.0,366,130.2,0.84,1223,17.63,72055,44.6,207,8.51,-9.9,8.65,1678,1536,0.19,201.14,21233,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2018,106.5,76.4,566,123.9,0.93,1323,20.81,112692,32.5,138,4.39,22.6,13.52,473,1526,0.17,332.23,26354,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,91.4,84.0,471,31.4,4.1,1748,12.76,9213,84.7,182,5.24,31.8,1.11,757,2048,0.18,17.63,27518,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
2022,105.4,91.3,621,18.5,6.44,813,18.9,172093,48.7,158,6.52,38.2,20.65,1411,1357,0.26,704.72,27611,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2018,70.9,78.0,314,42.4,1.83,1725,12.22,76354,56.8,234,4.28,3.3,9.16,1959,2024,0.17,132.18,19449,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
2021,76.6,80.4,363,11.3,8.75,683,19.13,192619,89.3,202,7.06,31.5,23.11,1182,1228,0.16,491.31,21505,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
2020,43.7,97.0,236,235.0,0.22,1428,21.72,240990,77.0,133,9.73,37.1,28.92,1868,2347,0.35,1526.67,18655,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2016,88.0,86.8,488,60.0,1.66,1422,13.83,168865,89.3,174,5.3,39.1,20.26,655,1883,0.32,622.77,24923,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2015,61.1,97.5,279,123.3,0.54,688,20.97,147105,40.3,134,6.73,1.5,17.65,447,2089,0.19,488.43,15258,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2020,77.7,77.3,388,173.4,0.62,1517,24.07,224581,62.2,203,4.67,12.9,26.95,202,1489,0.31,1396.46,23005,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2022,48.8,71.5,277,245.5,0.22,1746,17.09,246131,97.2,145,7.64,14.9,29.54,895,2355,0.34,1191.81,15615,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2023,49.7,83.8,290,53.1,1.24,353,12.18,202227,85.5,188,5.81,24.9,24.27,444,1347,0.34,697.89,19863,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2021,65.4,95.6,362,85.1,1.01,1650,20.67,181314,97.2,243,8.52,14.9,21.76,336,920,0.08,249.85,21713,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2019,63.9,86.6,358,22.0,3.22,1071,23.02,179535,86.6,151,6.29,-8.5,21.54,1674,2399,0.26,895.46,17813,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2024,111.1,74.6,664,239.2,0.56,800,21.89,90744,74.5,149,8.4,35.9,10.89,1848,1882,0.24,397.28,32861,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
2015,100.9,77.5,517,96.7,1.21,313,23.73,160801,94.3,245,3.68,32.0,19.3,1264,604,0.14,445.18,27512,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
2015,45.8,96.0,209,238.2,0.23,850,19.32,54812,66.2,155,8.96,-2.8,6.58,398,1826,0.32,282.39,14549,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024,110.3,82.6,613,124.8,1.07,827,14.66,175536,50.7,241,9.06,0.4,21.06,1728,974,0.1,214.45,29338,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2017,75.6,82.3,425,210.8,0.46,1193,22.06,15775,75.8,196,6.85,13.2,1.89,1404,1771,0.16,46.4,19370,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019,65.3,86.4,330,152.1,0.6,1549,12.71,244241,44.0,232,5.48,5.2,29.31,1738,883,0.08,206.95,20597,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
2018,117.0,76.7,623,188.3,0.68,1566,19.93,197029,52.8,154,5.14,3.6,23.64,1408,1905,0.17,556.29,31500,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2020,66.5,76.6,367,140.7,0.64,471,13.02,15014,82.8,161,4.59,29.0,1.8,720,1476,0.34,55.39,23250,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024,73.4,80.9,432,162.1,0.62,1068,13.33,239686,65.6,165,9.82,12.4,28.76,1417,603,0.13,346.13,22028,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2021,71.6,97.6,385,185.2,0.42,1816,12.4,71216,43.7,142,4.89,23.3,8.55,444,2038,0.11,80.95,20206,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2015,95.4,86.9,562,129.6,0.93,1323,22.22,38919,93.5,242,3.66,31.9,4.67,687,577,0.27,194.58,22932,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2016,69.4,77.0,375,206.3,0.4,1391,12.67,154696,51.6,209,9.11,-1.0,18.56,1706,1158,0.19,310.33,18618,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2024,102.8,90.3,539,86.7,1.31,512,22.36,179598,51.9,248,7.22,31.6,21.55,794,1702,0.08,267.72,28233,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2022,34.7,86.5,158,84.3,0.52,1624,24.15,146880,91.5,198,3.94,29.2,17.63,1541,549,0.2,591.19,17626,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
2017,91.0,72.2,401,102.2,0.94,1307,20.73,86486,38.1,216,6.22,27.5,10.38,959,903,0.16,239.05,24916,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
